0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-0.064739116,-0.1338584,0.0315729,-0.65860754,-0.08148265,-0.8031178,-0.39544886,-0.51054734,0.25988853,-0.15209566,-0.29364672,0.6468407,-0.03741452,0.46939543,-0.3650978,0.06499487,0.15180856,-0.12759651,-0.037973613,0.1367398,-0.31080493,-0.63384026,-0.05691238,-0.15709937,-0.3359032,-0.64982665,-0.003885231,0.46032932,-1.1445389,0.5368439,-0.89515644,0.30422315,0.5280222,0.6830091,-0.3265948,0.54641795,0.5519446,0.46433064,-0.09853259,0.64997727,0.043855216,-0.56137604,-0.12207639,0.23147476,0.63479185,0.21336837,-0.0035900285,0.6255993,0.53848875,0.07349915,0.003538005,-0.84556466,-1.081829,-0.57017165,0.24439009,-0.010917019,0.010719064,0.5106701,-0.04650537,-0.81322086,-0.2433336,-0.0074975668,-0.058771625,-1.0524342,-0.34038597,-0.25015756,-0.8209849,0.5329944,1.4406292,0.007407073,-0.20062083,-0.40618408,-0.17721339,-0.13263516,0.09667182,-0.5053234,0.085044056,0.26342762,-0.4563521,0.44184053,-0.10951808,0.15309842,0.15341297,0.6103204,-0.22731854,1.3332477,-0.46070424,-8.912939e-05,-0.8512682,-0.38768432,0.6663784,0.0371654,-0.27824318,1.1324419,-0.07996016,0.40515274,0.18935908,-0.32961708,-0.17539865,0.0898201,0.5318963,-0.7117783,-0.6450709,0.1520906,0.8931016,0.68574965,0.26981953,1.0880998,-0.00062988803,-0.34298685,0.046319176,-0.21473563,-0.071638495,-0.89025146,0.29814613,0.020269755,0.13746732,-0.5632221,0.40146565,0.089996375,0.15324643,-0.20631117,0.23724414,-0.19300392,-0.4683053,-0.32092056,1.0690324,-0.2258106
-1.0952091,-0.18319912,-0.32198933,-0.2964058,-1.3472309,-0.4904179,1.2190375,1.0433339,0.54458445,-1.2185951,0.08481161,1.1476448,0.9370187,-0.5909491,0.49658155,-0.18880704,-0.38314,-0.25069425,-0.0029197857,-0.8677871,0.57873774,0.9856641,-0.93813396,0.96787184,-2.3840618,-1.356222,-0.0020287726,-1.2291179,-1.563031,0.9175352,1.0590981,-0.3642468,-0.093635276,1.2055689,-1.8417602,1.032962,-1.5155606,1.7262641,0.59298545,1.2630064,-1.1625808,0.23156261,0.32218286,0.3885347,2.5610025,-0.40379426,-0.01758121,0.50520086,1.4846171,-0.2866596,-0.73319477,-0.7655389,-1.542458,0.020462848,0.29087508,1.6594229,0.79707825,-1.8818474,-0.041399755,-0.5815719,0.98956954,0.2187732,-0.59745777,-0.72137797,0.34067547,-1.0889568,0.07420171,1.48228,1.7894138,1.6327902,0.27568042,-0.84628356,-0.45438617,-1.1809317,1.0557152,0.8450933,-0.28699344,-1.3554784,0.504608,0.2537904,-0.6391983,0.19184686,-0.8647475,0.30396467,-1.255365,-1.0019958,-0.94238544,0.00016325017,-1.2473732,1.6090323,1.0044748,-0.08183994,-0.095759645,-0.39222488,-1.6172355,-0.69317603,-1.7095119,0.47561592,-0.37805587,-0.060373113,-0.5479697,-0.2301663,1.3960885,1.4530405,-1.6836501,1.103293,0.6442342,0.39493656,0.001195051,0.46934268,-0.20006828,1.2185308,0.8005173,-1.011116,0.77009296,-1.5450017,0.5748353,-0.23351917,0.69150984,1.1346492,-0.27707648,0.56951827,-0.58308256,1.7701635,-0.08071128,1.0073403,0.8837567,-0.8471228
-0.54115653,0.159148,0.19351675,-0.44153515,-0.49481162,-0.92757857,1.1040852,-0.55474967,0.4564164,-0.35222062,-0.2635871,0.87262845,0.26559916,0.25481123,-0.39725748,0.09455332,0.08657348,-0.17517869,-0.24777122,-0.32758734,-0.14073355,-0.15257794,-0.5183352,0.33232012,-1.4724625,-0.54031324,0.004726314,-1.0503176,-1.1071881,0.68864244,0.011052605,0.119496316,0.40139258,0.9957519,-1.1812199,0.7350449,-0.3329139,0.8851151,0.07684216,0.51265574,-0.54279596,-0.30196127,0.123602696,0.13254349,1.8345916,-0.016797006,-0.012068325,0.7890083,0.9570223,0.27064702,-0.30506274,-1.3602078,-1.2288722,-0.21346729,1.0753754,0.8450846,0.49196005,-0.8555043,-0.04734172,-0.5783015,-0.20730795,0.11589648,-0.43736684,-0.9095487,-0.54306793,-0.8969363,-0.95892465,0.7625771,1.7750334,0.75607413,0.47644338,-1.204496,-0.7511635,-0.98858905,0.6408769,0.35360676,-0.29397714,-0.23635086,-0.37629336,0.67279845,-0.25409913,0.28680813,-0.62028354,0.39888364,-0.7590126,0.15531509,-0.73634857,6.046534e-05,-0.8416625,0.86559534,0.7496004,0.03038158,0.04194526,0.5771455,0.14124209,-0.036932252,-0.6918652,-0.44842127,0.121732764,-0.005987635,0.5632301,-0.39619341,0.12263387,1.0354129,0.29154286,0.97438,0.2553528,0.52171767,-0.0011318561,0.406154,0.013849506,0.23253329,0.79062873,-0.7527691,0.1578044,-0.5794219,1.0913303,-0.2772429,0.22761928,0.5102135,0.19610302,-0.4988206,-0.07563281,0.5970326,-0.6449576,0.17718828,1.0423867,-0.6660121
-0.11909337,-0.8015273,-0.28150967,-0.7201087,-0.48049307,-0.52754325,-0.41244227,0.324792,0.27266085,-0.21526201,-0.17508242,0.6539146,0.43645087,0.26269004,0.120206416,0.10067846,-0.31410882,-0.12690556,-0.15901461,0.1085158,-0.3351004,0.21840373,-0.5700937,-0.21382776,-0.065059885,-0.9095073,-0.0049307174,0.5377111,-1.3004682,0.5145185,-0.5250682,0.082499914,0.24669605,0.7440203,-0.61213374,0.4818296,0.4642815,0.45710143,0.1072849,0.9657853,-0.082275845,-0.26887932,-0.13766754,0.5975454,0.59025425,0.048504762,-0.0076652984,0.36473152,0.8412963,-0.24958071,0.56260157,-0.73283935,-0.8085843,-0.7952803,-0.097130775,0.058680862,0.137327,0.1950669,-0.046362646,-0.72978336,0.03562543,0.08317116,0.08706514,-0.5083243,-0.7146075,-0.5056739,-0.070504524,0.85637146,1.1912622,0.31464198,0.12085599,-0.19271155,0.22091234,-0.6200678,0.1402545,-0.52646667,-0.58042043,0.09211425,-0.01042236,0.32163653,0.2720181,-0.0815026,0.7617595,0.282807,-0.21545346,0.54571676,-0.18727481,-2.329505e-05,-0.67322797,-0.11400965,0.36299986,0.024168545,-0.4493313,0.46373233,-0.39928848,0.33097637,-0.082868874,0.39828464,-0.38549548,0.0745743,0.2856592,-0.05336783,-0.36854973,-0.15006138,0.037228376,0.8327426,0.4902107,0.93767345,-0.0010878931,-0.043939054,0.50416565,-0.091519296,0.1603465,-0.5032393,0.26511067,-0.53761834,0.033153597,0.015219454,0.6881043,0.08171598,0.5815126,0.24110235,0.2631364,-0.13703208,-0.280071,-0.05715852,0.4018646,-0.3470792
-0.7233329,0.81194687,-0.6323891,-0.8708002,0.2895032,-0.39358306,-0.17309704,0.7657933,-0.089083485,0.35003945,1.200803,-0.71670485,0.09353637,-0.7964369,0.079295576,-0.22735314,-1.2194028,-0.14112025,-0.08590338,0.32017526,-0.67374325,0.15232438,0.83500654,-0.22063649,-0.10233679,-0.24664795,0.23439598,-0.8805783,-0.62697196,-0.7205929,0.61280864,-0.1572796,-0.25234792,-0.090297624,0.6174139,-0.22598432,0.85199624,0.39347723,-0.6722129,0.6070868,-0.19405515,-0.6742864,-0.48355234,-0.24174067,-0.059817597,0.47308633,-0.0029437228,-0.48397473,0.047571298,0.15819362,0.44887486,-0.114403434,-0.5351215,-0.5502764,1.4856342,0.5256216,-0.21388309,0.23781015,-0.117933355,-0.7453082,0.42628133,-0.32248494,0.21138532,0.02424756,-0.569439,0.06651528,-0.58366567,0.60007626,1.121152,-0.6417674,1.6233981,0.8535727,-0.38282275,0.050175298,-0.17165038,-0.15967599,-1.558487,0.29250878,0.095602386,-0.3027588,0.26850826,0.44415155,0.19702315,0.2877138,0.0058127753,1.1930541,-0.6743708,-6.7121866e-05,-0.4807141,-1.3586847,0.8641582,-0.26116705,0.25370643,-0.0060258135,0.72867197,-0.8994443,-0.9551156,-0.70713127,-0.5104936,0.21326326,-1.2099266,0.13438708,0.47769612,0.27855176,1.2256408,0.72223485,1.1831808,0.5701928,-0.0008205862,0.17110357,-0.52357936,0.1485159,0.5166096,0.534466,-0.40054217,-0.09341736,-0.050827272,-0.7075228,0.26595303,-0.77368283,-0.05554053,-0.80737054,-0.8242517,1.4226832,0.106389254,0.002612032,0.307038,0.5797505
-1.0000279,1.3262771,-0.9601949,-0.96643776,0.5141657,-0.56884557,-0.3086578,1.0661085,-0.06176044,0.37542036,1.6823841,-1.2709687,0.22044997,-1.1209317,0.11429104,-0.38915616,-1.7005768,-0.16446528,-0.070818186,0.42624295,-0.7577202,0.2488533,1.2036314,-0.38711244,0.06654781,-0.28972903,0.3363558,-1.2419702,-0.5776937,-1.1519845,0.95757425,-0.14208889,-0.4335557,-0.2140192,1.0244741,-0.36402377,1.3302276,0.40252155,-0.96318465,0.84473187,-0.23555191,-1.040493,-0.5690773,-0.49697113,-0.21854709,0.6777732,-0.0027348127,-0.77991015,-0.121243864,0.24386597,0.7516966,-0.14568822,-0.5813454,-0.49892223,2.0598435,0.6600548,-0.33944643,0.27917,-0.15166233,-0.8308855,0.6967869,-0.4499827,0.2989561,0.062312495,-0.8734002,0.054851286,-0.7655618,0.6691162,1.2787648,-0.887992,2.1327682,1.2592585,-0.512692,-0.049478993,-0.27192762,-0.16438234,-2.174152,0.45464015,0.14608371,-0.49192184,0.5067742,0.6243743,0.4023327,0.4446826,0.05450568,1.6420318,-1.0696738,-9.8480305e-05,-0.5268693,-1.9742125,1.077448,-0.3871201,0.3812888,-0.15372953,1.0521172,-1.2047335,-1.3864393,-1.0005596,-0.47290605,0.33448416,-1.5846218,0.03596836,0.78093624,0.18107654,1.705642,0.76348114,1.5667657,0.57933277,-0.00088482606,0.11670325,-0.91553676,0.20629442,0.7002961,0.68151134,-0.47748953,-0.022015817,-0.19381842,-0.9937798,0.35755637,-1.079299,-0.14681749,-1.0457944,-1.2294457,1.9216068,0.20846234,-0.0044610854,0.44535276,0.8565502
-0.38360897,0.34295252,0.53045654,-0.495183,-0.0073125586,-1.0803701,0.80038303,-1.3442665,0.40403858,0.0012950674,-0.4544101,0.5965559,-0.03868925,0.5717736,-0.91670567,0.37024668,0.13974282,-0.11918941,-0.47000998,0.06657064,-0.5894103,-0.8413699,-0.23792988,0.029640267,-0.70055836,-0.16703835,0.013120474,-0.82330424,-0.9309354,0.5035573,-0.61782676,0.32459578,0.5064406,0.8034667,-0.6561197,0.47464573,0.4477358,0.25373718,-0.12372176,0.13989568,-0.13345532,-0.5380261,-0.021308627,0.051462002,1.3049028,0.16215308,-0.008916626,0.8397748,0.6798944,0.46260488,0.036125705,-1.4852774,-0.92032987,-0.35878357,1.2319373,0.29091805,0.26840344,-0.07410531,-0.051639482,-0.60219765,-0.8090555,0.045145348,-0.18406616,-0.8503745,-1.0302274,-0.7405997,-1.1594301,0.35940105,1.6649003,0.14467251,0.56814617,-1.2704971,-0.8581089,-0.85679185,0.23980099,0.02544327,-0.41378134,0.4567907,-0.83293754,0.77914214,0.018946111,0.21149395,-0.39762315,0.36893967,-0.4687323,0.74985695,-0.58165324,-1.2939199e-07,-0.5951927,0.24843463,0.60724896,0.083569884,0.10299567,1.0218989,1.0368752,0.3325412,-0.1546599,-0.9160015,0.26299337,0.014339654,1.0740561,-0.56473655,-0.5690386,0.62996554,1.039045,0.84446204,-0.049974702,0.6124084,-0.0023282245,0.44330853,0.15701436,-0.34231877,0.7196463,-0.48215097,-0.29632047,-0.04291331,1.3086543,-0.32156974,-0.004508259,0.13430943,0.3535536,-0.97901183,0.1727806,-0.16737704,-0.8894419,-0.4021827,1.0516188,-0.5108908
-0.707693,0.8640544,-0.6378895,-0.9093499,0.3125388,-0.446074,-0.21765812,0.76904345,-0.11518037,0.3922541,1.251267,-0.7668355,0.108370185,-0.81056404,0.074882776,-0.2501597,-1.2612215,-0.13337748,-0.11663625,0.3013134,-0.7378706,0.15256086,0.87274045,-0.28250304,-0.10134026,-0.25636706,0.2432767,-0.9210525,-0.5728266,-0.7084752,0.5326352,-0.18290338,-0.24734923,-0.12175079,0.6560565,-0.25912005,0.9046428,0.42559186,-0.7478152,0.6076423,-0.18676923,-0.6876288,-0.4896415,-0.30596146,-0.14098717,0.49110144,-0.0026275376,-0.46361324,0.021500394,0.14811006,0.4618395,-0.15695934,-0.56525946,-0.55006933,1.4997847,0.5101464,-0.23398945,0.26872754,-0.11795972,-0.73074836,0.4445491,-0.32749346,0.19563639,0.031565946,-0.6363675,0.081534885,-0.5831593,0.58204854,1.0766696,-0.72450846,1.6747217,0.87460935,-0.33855653,0.0550532,-0.17183289,-0.14920323,-1.5974965,0.35635957,0.061767157,-0.28963926,0.27089757,0.44456163,0.21235469,0.31106696,0.05545752,1.2736503,-0.65705895,-6.626616e-05,-0.45410436,-1.4088984,0.8597628,-0.2649073,0.26103702,0.0356227,0.7552157,-0.8687544,-0.9484089,-0.7203865,-0.49357113,0.18520598,-1.1815673,0.1386037,0.44734493,0.319302,1.2814989,0.7243737,1.1674432,0.5837239,-0.0009009325,0.24764399,-0.48092535,0.13875939,0.5955862,0.49447608,-0.45187476,-0.11411753,-0.07302578,-0.7697912,0.2972715,-0.81726784,-0.045558214,-0.84773463,-0.7998978,1.4551517,0.103302196,0.0134545155,0.30389625,0.6053049
-0.48133564,0.38376307,-0.07820951,-0.48957404,0.20212355,-0.30201638,-1.201557,0.035748452,0.085992455,-0.5094208,0.118911035,0.090486,-0.23483796,-0.26999748,-0.25028726,0.023180202,-0.2284357,-0.118933894,0.21808133,0.3572116,-0.04937122,-0.9494149,0.74779874,0.18804806,0.032579787,-0.71345556,0.047430143,0.8535646,-1.1452101,0.043447122,-0.55343753,0.1429917,0.046432458,0.18021591,0.54474705,0.2642287,0.56986624,0.2591895,0.00063975714,0.70058,0.17030923,-0.52320784,-0.26674893,0.10527405,0.10269379,0.24624968,0.002294558,0.04762523,0.14661127,-0.12516788,-0.3616547,0.3478701,-0.83352435,-0.35194612,-0.35104537,-0.080110386,-0.31464666,1.1251861,-0.05896087,-0.9462887,0.32329792,-0.209774,0.28531042,-0.8526541,0.7068448,0.42454627,-0.23002832,0.4126185,1.145768,-0.47627783,-0.5172762,0.53485715,-0.17732178,0.80137587,-0.37820554,-0.5986871,0.36120868,0.08814874,-0.16086344,-0.26257852,-0.39834863,0.12685484,-0.10693172,0.617329,-0.18575014,1.6488355,-0.62959814,-0.00016927616,-1.0112295,-1.3466699,1.0171824,-0.0966205,-0.16909668,0.884299,-0.644423,-0.11811891,0.000581298,-0.51566666,-0.6983115,0.18218832,-0.59253764,-1.2021953,-0.17942867,-0.08584347,0.38996127,0.28055555,0.34926525,1.1479963,0.001558924,-0.79084563,-0.6968729,0.03246581,-0.7999259,-0.6209506,0.3523039,0.4077347,-0.60832274,-1.1111127,0.294216,-0.02921745,-0.79555064,0.11180988,-0.31415582,0.19161133,0.05913978,-0.48950446,1.1566111,0.3272526
-0.6338569,0.30630463,0.5978351,-0.4737877,-0.07806459,-1.055698,0.5647404,-1.1869868,0.45319983,-0.17150399,-0.45788983,0.45197895,0.19881952,0.36037335,-0.9273962,0.5495919,-0.23458925,-0.10134951,-0.6807117,0.1257547,-0.69807166,-0.77576625,-0.32437104,0.041678492,-0.4057241,-0.34607872,0.022726594,-0.77247167,-1.0310006,0.47686934,-0.6770339,0.21717872,0.28544673,0.7767508,-0.56610376,0.37198395,0.6393278,0.080849834,-0.024931923,0.26008585,-0.099663295,-0.46797994,-0.041449413,0.12741566,1.2476025,0.09721568,-0.01043455,0.7428706,0.79452974,0.2954355,0.28472686,-1.4081233,-0.7834005,-0.40950325,0.94040793,0.21380466,0.2578731,0.04833117,-0.05344747,-0.6029733,-0.7483221,0.058743406,0.0011776313,-0.58165604,-1.272501,-0.8439197,-0.62322134,0.42581582,1.5677092,0.074450575,0.6698265,-1.2082261,-0.7832196,-1.0475236,0.078562215,0.011538636,-0.7625169,0.5799378,-0.82116306,0.6853947,0.16171427,0.022364127,-0.23930945,0.2428917,-0.49795574,0.5682631,-0.5524362,1.2850078e-05,-0.53362626,0.10251037,0.55394256,0.0753804,0.066088155,0.8201129,0.9732081,0.38402617,-0.29726252,-0.78172016,0.16741836,-0.02077586,1.0477252,-0.57162946,-0.5466288,0.41074145,0.5246906,0.8327184,-0.15834925,0.6108063,-0.002678971,0.68021977,0.31213424,-0.37597686,0.8263787,-0.34390014,-0.4934163,-0.18794805,1.3473873,-0.28857136,0.086066455,0.11591739,0.36236548,-0.8432912,0.15257365,-0.32268912,-0.8666631,-0.52628106,0.8945297,-0.53093976
